Płeć_encoded,Wiek,5km_seconds,total_seconds
0,35,1465,6240
0,59,1455,6240
0,49,1483,6240
0,42,1449,6241
0,38,1376,6242
0,62,1424,6242
1,22,1448,6242
0,65,1424,6242
0,54,1414,6243
0,60,1396,6243
1,38,1442,6243
0,32,1492,6243
0,41,1377,6244
0,46,1390,6244
0,39,1447,6245
0,36,1452,6245
0,42,1463,6245
0,41,1411,6245
0,37,1450,6245
0,40,1409,6245
0,44,1507,6246
0,38,1432,6246
0,32,1377,6247
0,49,1477,6247
0,30,1453,6248
0,38,1451,6250
0,42,1387,6250
0,33,1445,6250
0,39,1459,6251
0,41,1496,6251
0,33,1481,6252
0,40,1495,6253
0,44,1529,6254
0,42,1442,6255
0,39,1382,6255
1,29,1431,6256
0,39,1474,6256
0,45,1487,6256
0,29,1455,6256
1,54,1442,6256
0,47,1438,6256
0,34,1475,6256
0,21,1460,6257
0,47,1464,6258
0,44,1469,6258
0,41,1440,6258
1,36,1541,6259
0,36,1413,6259
0,57,1424,6259
1,38,1418,6259
1,44,1450,6259
0,40,1361,6260
0,48,1411,6262
0,21,1465,6262
0,47,1402,6263
0,38,1478,6263
0,32,1458,6263
0,51,1409,6264
1,41,1375,6264
0,53,1465,6264
0,43,1479,6264
0,35,1472,6265
0,30,1398,6265
0,47,1395,6265
0,40,1479,6266
0,21,1493,6266
0,23,1439,6267
0,28,1389,6267
0,28,1368,6267
1,52,1436,6267
0,43,1399,6269
0,30,1449,6269
0,41,1425,6270
0,49,1237,6271
0,42,1442,6271
0,60,1360,6271
0,47,1473,6272
0,43,1303,6272
0,36,1464,6272
0,51,1471,6272
0,46,1524,6273
0,41,1459,6274
0,64,1489,6274
1,40,1467,6274
0,48,1432,6275
0,54,1468,6275
0,44,1440,6275
1,44,1489,6275
1,46,1440,6275
0,28,1476,6275
0,41,1459,6276
0,47,1473,6276
0,33,1453,6276
0,32,1393,6277
0,39,1480,6278
0,53,1420,6278
0,48,1438,6278
0,48,1466,6278
0,43,1374,6279
0,53,1463,6280
1,34,1437,6280
0,33,1490,6281
0,48,1399,6281
0,44,1394,6281
0,33,1304,6282
0,49,1501,6282
0,34,1466,6282
0,30,1341,6283
0,31,1399,6283
0,37,1469,6284
0,28,1440,6284
0,33,1309,6284
0,37,1414,6285
0,40,1462,6285
0,54,1467,6285
0,49,1471,6285
0,35,1447,6285
1,30,1428,6287
0,31,1336,6287
0,44,1479,6288
0,34,1477,6289
0,45,1465,6290
0,35,1493,6290
0,35,1423,6290
0,28,1552,6290
0,35,1400,6291
0,33,1499,6292
0,33,1474,6292
0,50,1421,6292
0,52,1442,6292
1,39,1452,6295
0,31,1498,6295
0,32,1436,6295
0,34,1490,6295
1,29,1483,6296
0,29,1399,6296
0,47,1509,6297
0,39,1461,6297
1,45,1437,6300
0,29,1396,6300
0,42,1471,6300
0,40,1338,6301
1,32,1421,6301
0,27,1588,6302
0,49,1490,6302
0,23,1455,6302
0,31,1529,6302
0,42,1481,6302
0,37,1476,6302
1,47,1455,6304
0,32,1414,6304
0,30,1453,6304
0,45,1444,6306
0,42,1529,6306
0,62,1342,6306
1,44,1466,6306
0,46,1484,6307
0,37,1446,6307
0,39,1451,6309
0,35,1379,6309
0,48,1464,6310
1,25,1436,6310
0,31,1450,6310
0,18,1475,6311
1,33,1440,6311
0,51,1461,6312
0,38,1497,6312
0,38,1252,6314
1,32,1522,6315
1,33,1450,6315
0,35,1522,6315
0,35,1418,6316
1,42,1436,6317
0,34,1462,6318
0,35,1420,6318
0,34,1358,6319
0,39,1495,6319
0,42,1371,6319
0,26,1482,6319
0,29,1468,6320
0,43,1465,6320
0,41,1484,6321
0,27,1439,6323
0,39,1460,6323
0,38,1496,6324
0,26,1506,6325
0,30,1401,6325
1,30,1369,6325
0,40,1451,6325
0,32,1432,6325
0,50,1443,6326
0,43,1449,6326
0,41,1377,6327
0,46,1450,6327
0,23,1376,6329
0,44,1473,6329
0,17,1307,6329
1,46,1509,6329
0,37,1489,6329
0,35,1443,6329
0,48,1413,6329
0,33,1444,6330
0,39,1505,6330
0,30,1443,6330
0,44,1505,6330
0,27,1435,6330
0,37,1431,6331
0,23,1453,6331
0,40,1474,6331
0,32,1482,6332
0,22,1562,6332
0,48,1451,6332
0,43,1405,6332
0,36,1481,6333
1,53,1511,6333
0,31,1448,6333
0,48,1478,6334
1,29,1439,6334
0,27,1392,6334
0,30,1420,6334
0,52,1480,6335
0,24,1456,6335
1,34,1370,6336
1,52,1453,6336
0,39,1459,6337
0,31,1522,6338
0,40,1383,6338
0,45,1382,6338
0,23,1422,6338
0,29,1417,6338
0,45,1456,6339
0,54,1487,6339
1,41,1471,6339
0,28,1423,6340
0,28,1494,6340
0,56,1439,6340
0,46,1473,6341
1,48,1486,6341
0,23,1492,6341
0,60,1509,6342
0,29,1506,6342
0,41,1483,6342
0,37,1451,6342
0,40,1469,6342
0,42,1428,6343
0,44,1486,6343
0,25,1454,6344
0,25,1497,6345
0,45,1426,6345
0,31,1471,6346
0,42,1385,6346
0,23,1481,6347
0,35,1337,6347
0,51,1415,6347
0,24,1495,6348
0,48,1492,6348
0,22,1341,6348
0,42,1351,6349
0,38,1461,6350
0,41,1513,6350
0,34,1453,6350
0,23,1461,6351
0,38,1455,6351
0,40,1406,6352
1,33,1367,6352
1,37,1438,6353
0,35,1417,6353
0,42,1471,6353
0,43,1487,6353
0,42,1484,6354
0,47,1482,6354
0,45,1527,6354
0,39,1398,6354
0,34,1443,6354
0,36,1520,6355
0,49,1519,6355
0,49,1492,6356
1,28,1444,6356
0,47,1477,6357
0,31,1487,6359
0,33,1458,6359
0,45,1477,6359
0,32,1530,6359
0,25,1555,6360
0,44,1483,6360
0,28,1485,6360
0,33,1466,6360
0,39,1555,6361
0,51,1480,6361
0,45,1439,6361
1,31,1526,6361
0,22,1451,6362
0,44,1541,6362
0,40,1471,6362
0,47,1520,6362
0,41,1373,6363
0,46,1416,6364
0,38,1485,6364
0,38,1455,6364
0,44,1468,6365
1,46,1484,6365
0,42,1389,6365
0,33,1372,6367
0,40,1455,6367
0,44,1477,6367
0,35,1507,6367
0,30,1496,6368
1,50,1529,6368
1,28,1433,6369
0,44,1460,6370
0,48,1440,6370
0,35,1516,6371
0,40,1578,6371
1,41,1448,6371
0,68,1505,6372
0,27,1455,6372
0,29,1407,6372
0,32,1413,6372
0,33,1451,6373
0,50,1490,6373
0,42,1443,6374
0,33,1455,6374
0,30,1527,6374
1,27,1481,6374
0,43,1504,6375
0,45,1444,6375
0,18,1373,6375
0,30,1497,6376
0,32,1447,6376
0,25,1446,6376
1,39,1421,6377
0,48,1554,6377
0,26,1536,6377
0,35,1526,6377
0,24,1446,6378
0,51,1499,6378
0,35,1457,6378
0,49,1395,6378
0,30,1526,6378
0,44,1510,6378
0,36,1467,6379
0,43,1468,6379
0,31,1487,6381
0,44,1485,6382
0,39,1484,6382
0,29,1444,6382
0,58,1308,6383
0,33,1451,6383
1,41,1547,6383
0,64,1518,6383
0,50,1385,6384
0,56,1443,6384
0,52,1458,6384
1,29,1458,6385
1,35,1454,6385
0,29,1445,6386
0,29,1494,6386
0,38,1413,6386
0,47,1521,6387
0,39,1495,6387
0,26,1300,6388
0,26,1553,6389
0,49,1493,6389
0,37,1416,6389
0,48,1484,6390
0,47,1443,6390
0,48,1522,6392
0,49,1519,6393
0,36,1464,6393
0,37,1507,6393
0,49,1502,6394
0,22,1452,6394
0,38,1467,6395
0,34,1435,6395
0,44,1541,6396
0,22,1441,6396
0,37,1445,6396
0,45,1493,6397
0,48,1498,6397
0,37,1447,6398
0,41,1465,6399
0,45,1514,6399
0,35,1492,6399
1,37,1410,6399
0,30,1429,6400
0,39,1442,6400
1,22,1443,6400
0,48,1458,6401
0,45,1484,6401
0,40,1452,6401
0,40,1475,6401
0,40,1418,6402
0,38,1470,6402
0,46,1472,6404
0,37,1491,6405
0,45,1449,6405
0,51,1466,6405
0,38,1455,6406
0,40,1536,6406
0,47,1459,6406
0,40,1468,6408
0,42,1508,6408
0,49,1378,6408
0,45,1427,6408
1,25,1494,6409
0,46,1463,6409
0,44,1467,6409
0,35,1365,6410
0,45,1447,6410
0,27,1516,6410
0,43,1377,6412
0,35,1364,6413
0,42,1477,6414
0,31,1429,6415
0,34,1483,6415
1,30,1407,6416
0,62,1556,6417
0,26,1638,6418
1,39,1460,6418
0,20,1423,6418
0,48,1476,6420
0,36,1518,6421
0,61,1417,6422
0,35,1525,6422
0,34,1503,6422
0,44,1460,6422
0,45,1483,6423
0,49,1491,6423
0,48,1484,6424
0,40,1443,6427
0,43,1588,6427
0,32,1482,6427
0,46,1517,6428
0,41,1449,6428
0,27,1497,6429
1,56,1466,6429
0,42,1484,6429
0,54,1471,6429
0,42,1483,6429
1,51,1556,6430
0,58,1463,6430
0,63,1495,6430
0,39,1475,6430
1,30,1491,6430
0,41,1445,6431
1,41,1458,6431
0,32,1549,6431
0,25,1501,6431
0,19,1582,6432
0,33,1461,6432
0,48,1466,6432
0,44,1555,6432
0,42,1474,6433
0,51,1438,6434
0,65,1476,6434
0,39,1447,6435
0,46,1553,6435
0,31,1450,6435
0,49,1436,6436
0,34,1509,6436
0,30,1530,6436
0,37,1489,6437
1,39,1378,6437
0,33,1527,6437
0,43,1544,6437
0,42,1452,6437
0,45,1544,6437
0,52,1469,6438
1,29,1494,6438
0,47,1422,6438
1,30,1484,6438
0,45,1515,6439
0,30,1452,6439
0,51,1457,6440
0,49,1483,6440
0,50,1545,6440
0,41,1616,6440
0,58,1462,6441
1,43,1451,6441
1,43,1499,6442
0,27,1471,6442
0,27,1477,6442
0,35,1449,6442
0,40,1498,6442
0,58,1403,6443
0,43,1393,6443
0,34,1473,6444
0,51,1400,6444
0,44,1434,6446
0,37,1430,6447
1,39,1488,6447
0,49,1498,6448
0,40,1450,6448
0,38,1451,6450
0,27,1453,6451
0,29,1506,6452
1,50,1488,6452
0,50,1489,6452
0,40,1362,6452
1,33,1504,6453
0,37,1436,6454
0,39,1517,6454
0,27,1540,6454
0,33,1492,6456
0,36,1498,6456
0,45,1576,6456
0,48,1462,6456
0,48,1438,6456
0,56,1466,6457
0,48,1609,6457
0,32,1353,6458
0,22,1541,6458
0,55,1463,6458
0,44,1576,6458
0,24,1482,6458
0,46,1416,6458
1,36,1541,6458
0,45,1556,6459
0,27,1550,6459
0,47,1403,6459
0,44,1482,6460
1,40,1446,6460
0,34,1433,6460
0,38,1581,6461
1,38,1490,6461
0,46,1494,6463
0,48,1502,6463
0,41,1530,6463
0,37,1491,6464
0,45,1486,6464
0,36,1573,6464
0,41,1449,6464
0,46,1474,6465
0,41,1459,6466
1,27,1457,6467
0,30,1532,6467
0,41,1439,6467
0,35,1384,6467
0,23,1488,6468
0,40,1384,6469
0,45,1446,6470
1,48,1459,6471
0,44,1515,6471
0,43,1455,6471
1,35,1426,6472
0,36,1508,6473
0,45,1514,6473
0,31,1441,6475
0,42,1491,6476
0,31,1465,6477
0,40,1481,6477
0,47,1496,6477
1,44,1474,6478
0,35,1496,6479
0,23,1523,6480
0,34,1514,6480
0,39,1451,6481
1,38,1463,6481
0,46,1450,6481
0,43,1534,6481
0,33,1491,6481
0,36,1493,6481
0,31,1483,6481
0,46,1518,6482
0,21,1486,6482
0,34,1606,6482
0,31,1483,6482
1,26,1550,6483
0,26,1545,6483
0,20,1632,6483
0,43,1456,6483
0,25,1587,6484
0,31,1558,6484
1,31,1483,6484
0,44,1528,6484
1,22,1501,6484
1,35,1447,6485
0,28,1552,6486
0,57,1500,6486
0,25,1483,6486
0,43,1496,6486
0,60,1448,6486
0,43,1466,6486
0,33,1538,6486
0,40,1446,6487
0,39,1439,6488
0,32,1454,6488
0,35,1513,6489
0,41,1442,6489
0,37,1521,6489
1,41,1465,6490
0,54,1441,6490
0,40,1462,6490
0,43,1540,6491
0,49,1388,6491
0,37,1496,6492
0,27,1504,6492
0,36,1508,6492
0,45,1524,6492
0,29,1468,6493
0,44,1471,6493
0,45,1499,6494
0,34,1461,6494
0,31,1462,6495
0,40,1526,6495
0,33,1470,6495
0,41,1475,6496
1,31,1514,6496
0,21,1453,6496
0,49,1426,6497
0,31,1515,6497
1,30,1443,6497
0,46,1490,6497
1,28,1452,6498
0,36,1463,6498
0,52,1449,6500
0,29,1591,6500
1,28,1447,6501
0,61,1478,6501
1,29,1516,6501
0,27,1399,6501
0,39,1517,6502
0,32,1540,6502
0,41,1532,6503
0,41,1513,6503
0,25,1519,6503
0,30,1509,6503
0,43,1463,6504
0,38,1468,6504
0,38,1564,6505
1,33,1541,6505
0,39,1455,6505
0,46,1466,6506
0,27,1535,6506
1,28,1539,6506
0,35,1455,6506
0,33,1506,6506
0,48,1510,6507
0,46,1528,6507
0,42,1529,6508
0,22,1491,6508
0,44,1560,6509
0,48,1483,6510
1,30,1524,6511
1,29,1535,6511
0,46,1525,6512
0,47,1495,6512
0,37,1466,6512
1,22,1452,6513
0,29,1509,6513
0,30,1530,6513
0,40,1539,6514
0,46,1287,6515
0,32,1498,6515
0,38,1425,6515
0,43,1512,6515
1,25,1468,6515
0,51,1498,6515
1,30,1545,6516
0,48,1497,6516
0,39,1470,6516
1,33,1546,6517
0,45,1443,6517
0,44,1426,6517
1,41,1515,6517
0,36,1394,6518
0,32,1551,6518
0,48,1455,6518
0,22,1480,6519
0,25,1387,6519
0,50,1453,6519
0,47,1486,6519
0,28,1437,6520
0,35,1435,6520
1,37,1432,6520
1,28,1498,6521
0,51,1462,6521
0,52,1388,6522
1,38,1424,6523
0,25,1603,6523
0,40,1426,6523
0,49,1473,6524
0,35,1493,6524
0,32,1490,6524
0,54,1448,6524
0,54,1546,6525
0,44,1569,6525
0,44,1518,6526
0,36,1538,6526
1,41,1476,6526
0,30,1492,6526
0,49,1473,6527
1,41,1569,6529
1,44,1504,6529
0,52,1519,6529
0,51,1463,6529
0,45,1419,6529
0,38,1581,6530
0,32,1472,6530
0,43,1520,6530
0,41,1489,6530
0,33,1495,6531
0,55,1546,6531
0,45,1480,6531
0,32,1530,6532
0,27,1467,6532
0,42,1557,6532
0,47,1538,6532
0,44,1494,6532
0,29,1494,6532
0,29,1500,6533
0,37,1428,6533
0,34,1507,6533
1,34,1430,6534
0,25,1530,6534
0,36,1521,6534
0,39,1532,6534
0,27,1392,6535
0,38,1499,6535
0,55,1459,6536
1,37,1496,6536
1,41,1432,6537
1,49,1468,6537
0,41,1488,6538
0,35,1541,6538
0,31,1465,6538
0,45,1520,6539
0,24,1548,6541
0,27,1587,6541
0,33,1503,6541
0,31,1443,6542
0,45,1389,6542
1,37,1512,6542
0,35,1490,6542
0,26,1522,6543
0,40,1529,6544
0,27,1557,6544
0,24,1533,6544
0,27,1598,6544
0,44,1491,6545
0,28,1416,6545
0,44,1499,6546
1,53,1428,6546
1,37,1499,6547
0,34,1491,6547
0,40,1460,6547
0,39,1549,6547
0,43,1495,6547
0,39,1581,6547
0,2023,1555,6547
0,57,1516,6547
0,37,1489,6548
0,28,1525,6548
0,45,1429,6549
0,42,1488,6549
1,40,1511,6549
0,50,1389,6549
0,45,1443,6549
0,38,1452,6550
0,48,1491,6550
1,29,1519,6551
0,43,1520,6552
0,44,1536,6553
0,42,1495,6553
0,32,1490,6553
0,32,1495,6553
0,34,1358,6554
0,36,1546,6555
0,31,1528,6555
0,39,1530,6555
0,70,1382,6556
0,45,1499,6556
0,32,1529,6556
0,43,1557,6556
0,42,1518,6557
0,31,1739,6557
0,20,1633,6557
0,32,1515,6557
0,26,1388,6558
0,27,1628,6558
0,25,1444,6558
0,41,1400,6558
0,53,1520,6559
0,54,1537,6559
1,40,1484,6559
0,53,1488,6559
1,52,1477,6560
1,43,1522,6560
1,44,1433,6561
0,43,1534,6561
0,30,1603,6561
0,27,1547,6562
0,40,1565,6562
0,36,1563,6562
1,40,1523,6563
0,31,1536,6564
0,47,1412,6564
0,19,1479,6564
0,63,1490,6564
0,36,1413,6564
0,42,1477,6564
0,45,1467,6565
0,40,1479,6565
0,24,1476,6566
0,50,1482,6566
1,29,1560,6567
0,37,1468,6567
1,38,1490,6567
0,51,1547,6567
0,21,1511,6568
0,38,1487,6568
0,50,1497,6568
0,38,1481,6569
1,26,1452,6569
0,22,1512,6569
0,46,1452,6569
0,28,1487,6570
0,67,1479,6570
0,42,1533,6570
0,30,1527,6571
0,44,1529,6572
0,41,1564,6573
0,27,1473,6573
0,58,1521,6573
0,31,1491,6574
0,43,1595,6574
0,43,1614,6574
0,40,1430,6574
0,32,1530,6574
0,38,1455,6575
0,42,1502,6575
0,59,1486,6575
0,28,1533,6576
0,38,1423,6576
0,36,1602,6576
1,43,1529,6576
0,33,1516,6577
0,32,1494,6577
0,52,1494,6577
1,49,1512,6577
0,27,1368,6579
0,42,1421,6581
0,42,1498,6581
0,22,1453,6581
0,44,1505,6582
0,35,1512,6582
1,39,1467,6582
0,48,1500,6583
0,29,1527,6583
0,34,1546,6583
0,44,1508,6583
0,49,1540,6583
0,42,1602,6583
0,41,1519,6584
0,46,1465,6584
0,31,1442,6584
0,49,1560,6584
0,41,1452,6584
1,31,1435,6585
0,30,1397,6585
0,42,1536,6586
1,36,1479,6586
0,34,1551,6587
0,47,1334,6587
1,40,1556,6587
1,39,1458,6588
0,41,1537,6588
0,47,1521,6589
1,37,1455,6590
1,47,1536,6590
0,51,1542,6590
0,46,1470,6591
0,28,1535,6591
0,59,1547,6593
0,45,1529,6593
0,45,1378,6594
0,38,1484,6594
0,26,1484,6594
1,29,1516,6594
0,38,1535,6595
0,35,1471,6595
0,42,1548,6595
1,27,1514,6596
1,39,1521,6596
0,41,1514,6597
0,34,1491,6597
0,45,1527,6598
0,47,1588,6598
0,40,1463,6598
0,20,1625,6598
0,27,1533,6598
0,48,1558,6599
0,34,1549,6599
0,40,1535,6599
0,37,1475,6599
0,32,1508,6599
0,26,1450,6600
0,31,1549,6600
0,23,1379,6601
0,40,1517,6602
0,41,1500,6602
0,44,1537,6602
0,28,1530,6602
1,25,1591,6602
0,33,1552,6602
0,31,1527,6602
0,34,1464,6603
0,44,1520,6603
1,26,1574,6603
0,41,1507,6603
0,46,1569,6603
0,45,1481,6603
0,41,1536,6604
1,42,1472,6604
0,36,1573,6604
0,28,1572,6604
0,28,1573,6605
0,48,1531,6605
0,43,1453,6605
0,36,1530,6605
0,29,1531,6606
0,46,1494,6606
0,26,1659,6606
0,37,1542,6606
0,66,1537,6606
1,39,1493,6606
0,48,1546,6607
0,57,1529,6608
0,41,1576,6608
0,41,1596,6609
0,24,1564,6609
1,45,1536,6609
0,48,1539,6609
0,23,1521,6609
0,29,1581,6609
0,62,1450,6609
0,38,1534,6610
0,45,1565,6610
1,37,1532,6610
1,33,1511,6611
0,47,1569,6611
0,39,1534,6611
0,47,1574,6611
0,32,1522,6612
0,59,1570,6612
0,40,1573,6613
0,44,1477,6613
0,51,1446,6613
0,33,1573,6613
0,42,1527,6614
0,26,1499,6614
0,35,1577,6614
0,71,1501,6614
1,35,1539,6614
0,27,1523,6614
1,42,1526,6615
0,44,1512,6615
0,33,1533,6615
1,33,1491,6615
0,36,1479,6616
0,51,1530,6616
0,38,1539,6616
1,40,1501,6617
0,39,1550,6618
0,25,1560,6619
0,39,1463,6619
0,42,1493,6619
1,48,1559,6619
0,25,1559,6621
1,43,1494,6621
1,42,1574,6622
0,36,1493,6622
1,42,1493,6622
0,41,1488,6622
0,38,1467,6622
0,37,1510,6623
0,30,1400,6623
0,23,1451,6623
0,48,1461,6624
0,67,1493,6624
1,40,1506,6624
0,59,1572,6625
0,48,1486,6625
1,20,1538,6626
0,51,1515,6626
0,25,1503,6626
0,65,1532,6627
1,46,1462,6627
0,43,1500,6627
0,45,1520,6629
0,43,1557,6629
0,25,1494,6629
0,44,1498,6629
0,48,1583,6630
0,25,1548,6630
0,50,1541,6630
0,39,1542,6630
0,28,1562,6630
0,33,1442,6630
0,22,1444,6631
0,43,1465,6631
1,25,1535,6632
0,43,1452,6632
0,30,1440,6633
1,33,1516,6633
1,28,1588,6633
0,36,1583,6633
0,25,1436,6634
1,30,1545,6634
0,42,1535,6634
0,37,1468,6634
0,50,1485,6634
0,43,1588,6634
0,49,1483,6635
0,42,1544,6635
1,41,1496,6635
0,47,1577,6635
0,42,1459,6635
0,40,1550,6636
0,44,1467,6636
0,58,1580,6636
0,27,1532,6637
0,41,1553,6637
0,42,1545,6638
0,34,1607,6638
0,26,1452,6638
1,47,1559,6638
0,40,1365,6638
0,24,1524,6639
0,38,1575,6639
0,47,1521,6639
0,50,1560,6640
0,21,1414,6640
0,46,1581,6640
0,21,1522,6640
0,45,1580,6640
0,64,1563,6641
0,26,1560,6641
0,49,1514,6642
0,32,1604,6642
0,49,1521,6642
0,47,1540,6643
0,27,1493,6644
0,35,1566,6644
0,45,1533,6645
0,33,1422,6645
0,39,1534,6646
0,37,1496,6646
1,47,1602,6646
0,36,1393,6647
0,36,1625,6647
0,47,1604,6647
0,38,1527,6648
0,35,1559,6648
1,34,1504,6648
0,48,1457,6649
0,43,1482,6650
0,23,1564,6651
0,46,1510,6651
0,46,1424,6651
0,32,1502,6651
0,42,1559,6651
0,45,1544,6652
0,39,1454,6653
0,39,1538,6653
0,65,1491,6655
0,40,1574,6655
1,24,1547,6655
0,31,1579,6656
0,35,1417,6656
0,49,1504,6657
0,49,1510,6658
0,49,1467,6658
0,32,1535,6658
0,26,1631,6659
0,27,1553,6661
0,32,1471,6661
0,32,1487,6662
0,48,1578,6662
0,42,1515,6662
0,22,1478,6663
1,23,1550,6664
1,44,1526,6664
0,39,1505,6664
0,32,1572,6665
1,24,1554,6665
0,40,1464,6665
0,56,1453,6666
0,38,1550,6667
1,44,1579,6667
0,35,1542,6667
0,27,1432,6668
0,65,1493,6668
0,46,1487,6668
0,48,1414,6668
0,50,1578,6669
0,34,1527,6669
0,28,1555,6669
0,34,1578,6669
0,55,1602,6670
0,41,1530,6670
0,45,1461,6671
1,28,1477,6671
1,45,1396,6671
0,39,1488,6671
0,21,1481,6672
0,36,1484,6674
0,41,1570,6675
1,42,1500,6675
0,47,1485,6676
0,44,1532,6676
0,49,1483,6676
1,33,1510,6676
0,39,1545,6676
0,28,1554,6676
0,24,1773,6678
1,39,1528,6679
0,38,1525,6680
0,42,1495,6681
0,41,1494,6681
0,47,1434,6681
0,47,1439,6682
0,41,1559,6682
0,31,1523,6683
0,51,1451,6683
0,32,1390,6683
1,37,1501,6683
0,48,1533,6683
0,28,1574,6683
0,50,1552,6683
1,49,1551,6684
0,28,1513,6684
0,56,1514,6685
1,41,1571,6685
0,30,1512,6685
0,35,1442,6685
0,39,1479,6686
0,40,1530,6686
0,29,1522,6686
0,39,1558,6688
0,22,1537,6689
1,43,1546,6689
0,24,1435,6690
1,41,1494,6690
0,45,1469,6690
0,32,1480,6691
0,38,1474,6691
0,30,1393,6691
1,44,1516,6691
0,33,1600,6691
0,36,1472,6692
0,66,1531,6692
0,46,1557,6692
0,49,1497,6693
0,51,1536,6693
0,25,1548,6693
0,37,1496,6694
0,45,1390,6694
0,52,1596,6694
0,49,1479,6695
1,40,1533,6695
0,53,1520,6696
1,52,1529,6696
0,44,1513,6697
0,57,1601,6697
0,52,1528,6697
1,43,1542,6697
0,61,1604,6698
0,48,1540,6698
0,44,1493,6698
0,32,1481,6699
0,21,1638,6700
0,47,1608,6701
0,44,1556,6701
0,42,1574,6701
1,32,1573,6701
0,18,1577,6702
0,47,1533,6702
1,33,1580,6702
0,43,1522,6703
0,44,1557,6704
0,49,1538,6704
0,34,1440,6704
0,38,1531,6704
0,42,1561,6704
0,43,1556,6705
0,44,1546,6705
0,55,1455,6705
1,33,1557,6705
1,28,1538,6706
0,46,1559,6706
0,43,1537,6706
0,62,1568,6706
0,28,1552,6706
0,31,1447,6706
0,30,1552,6706
0,41,1552,6706
0,39,1485,6707
0,24,1564,6708
1,43,1503,6709
0,42,1540,6709
1,35,1476,6711
1,52,1503,6712
1,30,1489,6713
0,27,1555,6713
0,48,1561,6714
0,37,1602,6714
0,42,1510,6715
0,23,1532,6715
0,45,1558,6716
0,63,1547,6717
0,38,1448,6717
0,33,1383,6718
1,36,1561,6718
0,73,1583,6718
0,28,1626,6719
0,26,1414,6720
0,44,1503,6721
0,39,1535,6721
0,41,1577,6722
0,33,1588,6722
0,39,1519,6722
0,50,1536,6722
0,42,1555,6723
0,30,1541,6723
0,35,1541,6723
1,43,1510,6724
0,47,1527,6724
0,43,1499,6724
0,36,1560,6725
0,29,1485,6725
0,54,1426,6726
1,49,1485,6726
1,27,1564,6726
0,49,1731,6726
0,49,1574,6727
0,26,1553,6727
0,54,1548,6727
0,48,1567,6727
0,42,1522,6727
0,42,1558,6727
0,39,1492,6728
0,42,1521,6728
1,33,1570,6728
0,36,1610,6728
0,45,1462,6728
0,44,1542,6730
0,46,1578,6730
0,42,1582,6731
0,50,1549,6732
1,24,1579,6732
0,27,1538,6733
0,45,1550,6733
0,39,1455,6733
0,51,1561,6733
0,23,1525,6733
0,36,1527,6733
1,28,1583,6734
0,41,1605,6735
0,44,1514,6736
0,27,1519,6736
0,18,1527,6736
0,47,1612,6736
0,62,1575,6737
0,41,1569,6738
0,42,1567,6738
0,65,1478,6738
0,61,1583,6739
1,44,1511,6739
0,36,1567,6739
0,32,1593,6740
0,36,1571,6740
0,42,1550,6740
1,25,1588,6740
1,26,1541,6741
0,24,1358,6742
0,63,1582,6742
0,36,1564,6744
1,45,1595,6744
0,36,1529,6744
1,39,1473,6744
1,34,1445,6745
0,33,1565,6745
0,40,1533,6745
0,63,1564,6745
0,45,1547,6745
1,37,1563,6746
0,30,1618,6747
0,33,1508,6747
0,45,1525,6747
0,38,1551,6748
0,46,1546,6750
1,33,1479,6750
0,33,1564,6751
0,50,1504,6751
0,36,1445,6752
1,32,1601,6753
0,46,1528,6754
0,39,1510,6754
0,46,1455,6755
0,30,1601,6756
0,35,1538,6756
0,33,1584,6757
0,41,1543,6757
0,34,1513,6757
0,53,1605,6758
0,27,1410,6759
0,34,1439,6759
0,43,1478,6760
0,36,1608,6761
1,33,1573,6763
0,44,1600,6764
0,33,1595,6764
0,27,1629,6764
0,42,1456,6765
0,39,1376,6766
0,54,1561,6766
1,37,1640,6766
0,29,1561,6767
0,50,1564,6768
1,34,1670,6768
1,44,1555,6768
0,61,1565,6769
0,37,1517,6769
0,34,1533,6770
0,32,1600,6770
0,37,1596,6770
1,39,1580,6771
1,34,1525,6771
1,48,1553,6772
0,53,1586,6774
0,33,1602,6775
0,26,1554,6775
0,34,1601,6775
0,47,1617,6775
0,30,1496,6776
0,37,1647,6776
0,39,1417,6776
0,42,1621,6777
0,35,1490,6777
0,26,1646,6777
0,28,1562,6777
0,33,1534,6778
0,51,1602,6778
0,37,1512,6779
0,45,1409,6779
1,37,1470,6779
0,63,1312,6780
0,27,1609,6781
0,35,1605,6781
1,36,1537,6781
0,57,1424,6781
0,44,1548,6781
0,32,1471,6782
0,28,1587,6782
0,29,1524,6782
0,41,1512,6783
0,47,1488,6783
0,43,1549,6783
0,47,1564,6784
0,43,1679,6785
0,52,1466,6785
0,25,1613,6786
1,35,1522,6786
0,34,1522,6786
0,50,1476,6786
1,40,1615,6786
1,47,1566,6786
1,51,1533,6787
1,30,1577,6787
0,55,1594,6787
0,46,1581,6788
1,30,1580,6788
1,40,1584,6788
0,42,1613,6788
1,33,1492,6789
0,32,1579,6790
0,36,1544,6790
0,42,1519,6790
0,26,1575,6790
0,61,1438,6791
0,54,1613,6791
0,62,1480,6791
0,43,1562,6793
0,27,1643,6794
0,35,1632,6794
0,57,1538,6795
0,27,1644,6795
0,41,1596,6796
0,41,1520,6796
1,44,1597,6797
0,56,1577,6797
0,34,1565,6798
1,35,1511,6798
0,36,1583,6799
1,49,1549,6799
0,53,1603,6800
